symbol,date
603565.SS,2023-09-30
3597.T,2023-06-30
BRICK-B.ST,2023-03-31
PANS.JK,2023-09-30
TIOA,2022-12-31
INC.WA,2023-06-30
BLU.JO,2023-05-31
CRKN,2023-06-30
013890.KS,2023-06-30
0I8W.L,2023-09-30
NKT.CO,2023-09-30
PEN.WA,2023-09-30
BLCM,2023-09-30
7775.T,2023-09-30
OLIT,2023-09-30
MCL.CN,2023-06-30
DGE.L,2023-06-30
FABL.CN,2023-06-30
CWLPF,2023-05-31
MINDP,2023-07-31
600420.SS,2023-09-30
ADVZF,2023-03-31
CXSE3.SA,2023-09-30
603927.SS,2023-09-30
NCBDY,2023-03-31
1343.HK,2022-12-31
SPLPETRO.NS,2023-06-30
JMP,2021-09-30
4992.T,2022-11-30
RWE.SW,2022-09-30
GIPR,2023-09-30
EUROMULTI.NS,2022-09-30
002485.SZ,2023-09-30
6282.TW,2023-09-30
105560.KS,2023-06-30
BCCEF,2023-03-31
AMAR.JK,2023-09-30
EVFM,2023-09-30
BLTZ.JK,2023-09-30
4963.T,2022-12-31
PRQ.TO,2023-09-30
603556.SS,2023-09-30
SGOO,2022-09-30
STIL.ST,2023-09-30
0301.HK,2022-12-31
PVN.L,2023-02-28
0L9G.L,2023-09-30
8093.HK,2023-06-30
GDSI,2023-06-30
ALDA,2023-09-30
BARUF,2023-02-28
4041.T,2023-06-30
SILO.CN,2023-07-31
019170.KS,2023-06-30
6666.TW,2023-09-30
AMLX,2023-09-30
300676.SZ,2023-09-30
BAYN.SW,2023-09-30
8952.T,2022-12-31
NXI.PA,2022-12-31
1841.HK,2023-03-31
CORE-PREF.ST,2023-09-30
IHL.BK,2023-09-30
UVEL.L,2022-09-30
NRCA.JK,2023-09-30
CLZ.AX,2023-06-30
HBISD,2022-10-31
VACQ,2021-06-30
GUBRF.IS,2023-09-30
PIEZO.ST,2022-03-31
CDX.V,2023-06-30
6861.T,2023-09-20
SW.PA,2023-08-31
NWG.ST,2023-09-30
3639.T,2023-06-30
TTR1.DE,2023-09-30
APPH,2023-03-31
EMPPF,2022-10-31
HMACU,2023-03-31
POR.V,2023-02-28
002381.SZ,2023-09-30
300587.SZ,2023-03-31
PPH.AX,2022-03-31
RWBYF,2023-03-31
CMAN.BK,2023-09-30
VKCO.ME,2022-12-31
GFP.TO,2023-09-30
603213.SS,2023-09-30
NSP,2023-09-30
CGPOWER.NS,2023-09-30
CFP.TO,2023-09-30
CRK,2023-09-30
VLYPP,2023-06-30
FMCCG,2023-09-30
ELST,2023-09-30
SPALI.BK,2023-09-30
ID,2023-06-30
PXM.WA,2023-09-30
6015.TWO,2023-09-30
UMBF,2023-09-30
HFT.BK,2023-09-30
002649.SZ,2023-09-30
AMMN.DE,2019-06-30
6355.T,2022-03-31
3686.HK,2022-12-31
9929.TW,2023-09-30
NKRKF,2023-03-31
7102.T,2023-06-30
CAXPF,2023-04-30
ASB,2023-09-30
BGC.BK,2023-09-30
IMS.AX,2022-06-30
ADERY,2023-03-31
ZINGW,2023-06-30
GG.MI,2023-03-31
002150.SZ,2023-09-30
FIF.L,2023-07-01
APGOF,2023-05-31
0NQJ.L,2023-06-30
PACV,2023-06-30
213500.KS,2023-06-30
INTWF,2023-03-31
DIGN.ST,2023-09-30
SRMX,2014-12-31
KONI.JK,2023-09-30
ENGGY,2023-06-30
CAMB.L,2020-09-30
FTII,2023-09-30
GNX.AX,2023-06-30
601618.SS,2023-09-30
0REZ.L,2023-09-30
NWG.WA,2023-09-30
CNK,2023-09-30
301003.SZ,2023-06-30
300006.SZ,2023-03-31
2535.TW,2023-09-30
MSTT.ME,2021-06-30
WMLLF,2023-05-31
ADME.L,2022-12-31
0025.HK,2023-03-31
TGVCW,2023-09-30
603101.SS,2023-09-30
SOIEF,2023-08-31
J&KBANK.NS,2023-03-31
FBEC,2017-09-30
REMYF,2023-03-31
BCML,2023-09-30
300126.SZ,2023-03-31
SQZ.L,2022-12-31
9964.T,2022-09-30
6645.T,2023-09-30
002443.SZ,2023-09-30
BCOV,2023-09-30
PGID,2023-07-31
SDPC.JK,2023-09-30
SYNC.L,2023-03-31
8180.SR,2023-09-30
MIN.TO,2023-09-30
DG.V,2023-03-31
INEA.PA,2022-12-31
